纳税人识别号,纳税人名称,评价年度,税务机关
913601113520971096,江西正汉文化传媒有限公司,2018,国家税务总局南昌市青山湖区税务局京东税务分局
91360100693731286M,南昌市鸿普实业有限公司,2018,国家税务总局南昌市青山湖区税务局罗家税务分局
913607007723734561,赣州华立医疗器械有限责任公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702081492317,赣州添豪食品有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702314665793T,赣州名硕科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702314646197W,赣州今日网络科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360100553511070E,江西远通建筑工程有限公司,2018,国家税务总局南昌市青山湖区税务局湖坊税务分局
91360702683489262R,赣州华美机电配件销售有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360702081465693R,赣州友信医疗器械有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702672401974,赣州扬宇新材料有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702674993838Q,赣州市启来广告有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702576121665Y,江西赣州万年青新型材料有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360702672447569T,赣州天盛彩印包装有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702081499500M,赣州丽日食品有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360702327691798,赣州中正房地产代理有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607005560287705,赣州景盛基础工程有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702051618433,赣州众邦商贸有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607003992669508,江西铭朗机电工程有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702558479241A,赣州市亿源食品有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702327692387,赣州市齐志商贸有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607023328742574,赣州市荣杰贸易有限公司,2018,国家税务总局赣州市章贡区税务局税源管理股
360702327706400,赣州市金辉劳动服务有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700333000703G,赣州顺康商贸有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
913607027056905077,赣州赣钨粉末冶金有限责任公司,2018,国家税务总局赣州市章贡区税务局税源管理股
91360700727761097A,赣州市民安劳保用品有限公司,2018,国家税务总局赣州市章贡区税务局税源管理股
9136070208390694X8,赣州彦清广告传媒有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700332851506T,赣州维可鑫科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607023276890657,赣州巨博装饰工程有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702741951014,赣州华宝家俬有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607005840246899,赣州亿川酒业有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702775858651,江西波通资讯网络有限公司,2018,国家税务总局赣州市章贡区税务局第三税务分局
91360702083900708C,赣州坤元医疗设备有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702561087513,赣州汇强医疗器械有限责任公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702586555993,赣州市银泰电气设备有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360702759963734,江西保宁爆破有限责任公司,2018,国家税务总局赣州市章贡区税务局第三税务分局
360702784103971,赣州金同有色金属材料有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
9136070076336390XU,赣州市可为临检医疗用品经营部,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702705712788,江西银骑科技产业有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360702332847697D,赣州香乃尔科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702MA32968480,赣州鑫烨暖通工程有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
9136070256108438XT,赣州服民医疗器械销售有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607005638031577,江西福高机械设备租赁有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
9136070058401945X5,江西普道科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702584049667H,赣州祥泰化工有限公司,2018,国家税务总局赣州市章贡区税务局沙河税务分局
91360700696090787U,赣州通科电子有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700581645412L,赣州东和建材贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
9136070278413054XE,赣州泰丰物资贸易有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360702767035970E,赣州正和商品混凝土有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702563833583,赣州大润发商业有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局  (责任编辑：admin)
913607025662889716,赣州金和矿产品有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607020790395489,赣州义机机械设备租赁有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360701333009417,赣州市九希建材有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360700327699941N,赣州润达建材有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702584031416C,赣州优尊钟表有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702664757604,赣州经纬科技股份有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702685954252,赣州市正浩机电成套设备销售有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360702573622771,赣州市卓越医疗器械有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360702160238843A,赣州市章贡区沙石镇福利厂,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607007994683593,赣州市实德商贸有限公司,2018,国家税务总局赣州市章贡区税务局税源管理股
9136070267797179XY,赣州市严兄弟建材有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702784104544N,江西富景科技发展有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360701664772599,赣州市快达润滑油有限公司,2018,国家税务总局赣州市章贡区税务局沙河税务分局
91360700584045842H,赣州华致商业有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
913607026647623904,赣州市慧荣物资有限责任公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702352074062,绫致时装（天津）有限公司赣州万象城销售部,2018,国家税务总局赣州市章贡区税务局水西税务分局
36070273392258X,新意思（江西）实业有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607025662523383,赣州帝晶光电科技有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360700566265454Y,江西省瑞达生物技术有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360702079043969H,赣州泽辉贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607027363519119,赣州市久治物业管理有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607003328805850,江西金楚餐饮服务管理有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700094735736T,赣州国林科技发展有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700352105615N,江西豪享福家居有限公司万象城分公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700571186769P,赣州市天虹百货实业有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360702727767421F,赣州湛海工贸有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
9136070079946063X6,赣州市仁心大药房连锁有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360700796995559A,赣州市鑫磁新材料有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360703571172199,赣州市联发水轮机有限公司,2018,国家税务总局赣州市章贡区税务局沙河税务分局
913607026779706908,赣州泊远信息科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702799460664Q,赣州众兴物业管理有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607027994548623,赣州群威电梯设备有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
9136070279699410X2,赣州华劲竹林发展有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702322876404,赣州赣穗税务师事务所(普通合伙),2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702566285279H,赣州巨丰电子贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700685970164X,赣州祥源印务有限责任公司,2018,国家税务总局赣州市章贡区税务局沙河税务分局
360702664779934,赣州凯尔农机有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360702799493028U,赣州天和永磁材料有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
9136070070571103X1,赣州市桑夏信息科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702343266003N,赣州诚勤信息科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702095880636D,赣州名图数字科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700351347399N,赣州至尊宝贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702351323469R,江西柯恩饲料有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702664785365,衡阳金果物流有限公司赣州分公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607025686891388,赣州市申远广告设计有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607025662542881,赣州联合哈电水电设备制造有限公司,2018,国家税务总局赣州市章贡区税务局沙河税务分局
360702680914702,赣州市嘉豪贸易有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
9136070308714863X6,赣州创兴木片有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702060796290,江西省吉新勘察规划工程咨询有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607005662863869,赣州市嘉德医疗设备有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607003432246207,江西省金石工程质量检测有限公司赣州分公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607000910929230,赣州志强贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607003276893723,江西黑方食品有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607025610637814,赣州艾科锐检测技术有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360702352087357N,赣州宏顺工程咨询有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360702662014938,赣州四平电器有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360700573610068L,赣州市智弘贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702754225337,江西博羿科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702332966936,赣州市魅之行科技有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360702092919259W,赣州市中博电器有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700352148658Q,广州博厦建筑设计研究院有限公司赣州分公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360703690989564U,江西青峰医药贸易有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360700662012537W,赣州瀚晟科技有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607027542374424,赣州永德电业制品有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
9136070279949758XC,赣州力伟机械有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360700662022671U,赣州市仲铨贸易发展有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360702759976842K,赣州市生荣文体用品有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
913607026885386259,赣州市欣原副食品有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360702751100993,赣州鑫达机电设备有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
36070275999053X,赣州市新兴格力空调销售有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607025816226832,赣州昌大酒业有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702751132645,赣州赣鑫典当有限责任公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700573629703F,赣州市广泰建材贸易发展有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360700751114893U,赣州犹源实业有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360702693743439,赣州市中宏贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607026859975519,赣州市创达鞋业有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702794764116,佳腾电业（赣州）有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702756785055,赣州东通科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702332826175,赣州祥泰金属制品有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607025610818831,赣州市豪鹏科技有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360702332898865D,江西朗格医疗科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700322563295C,江西厚众贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702309220159N,江西嘉君置业有限公司,2018,国家税务总局赣州市章贡区税务局第三税务分局
360702733916796,赣州群星机械有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702667473455,赣州精科机电设备工贸有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360701754202266,赣州市德利稀土有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702586572494,赣州博澳电器销售有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360700332946759K,赣州东绿环保科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702060768003,赣州居思竹布艺有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702060760896,上海三菱电梯有限公司赣州分公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
36070270570530X,赣州国光电器有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
913607027057045185,赣州江环汽车制造有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
9136070273635301XB,江西憶源多媒体科技有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702667474810,赣州市华蕊新型墙材有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607006937454349,赣州市骏辉机电物资贸易有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360702751111924,赣州刁子坑国家粮食储备库,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360700748549204J,赣州市众联泵业制造有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
913607025816294044,赣州中影电影城有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702343228277,赣州市海锋建材有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360700598855344J,深圳华润物业管理有限公司赣州分公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607020994784414,赣州众诚数字科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702343301585,赣州市丰顺钢结构工程有限公司,2018,国家税务总局赣州市章贡区税务局沙河税务分局
360702693744159,赣州利多科技有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
9136070274609471XK,赣州市三联环保材料厂,2018,国家税务总局赣州市章贡区税务局税源管理股
360702693719199,赣州富翔斯巴鲁汽车销售服务有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360702332881430R,赣州市嘉锋科技发展有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360702332957669,赣州昭昭教育咨询有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702097828698,赣州市明昱电器销售有限公司,2018,国家税务总局赣州市章贡区税务局税源管理股
913607000969438622,赣州市鑫力源稀土新材料有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
9136070034334039XC,赣州德荣贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
93360702MA1466183X,赣州市章贡区窑下村畜禽专业合作社,2018,国家税务总局赣州市章贡区税务局水西税务分局
360722314704537,赣州网星文化传媒有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702748543099,协顺电器（赣州）有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607023329178785,赣州虔城木业有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
36070269609004X,赣州市新理强农机有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360702087128065Y,江西科维协同创新药物有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607003091614868,江西省中环智能安防有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360702556042636,赣州英之杰信息科技发展有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607026859798983,赣州市云海建材有限公司,2018,国家税务总局赣州市章贡区税务局沙河税务分局
91360702550876410J,赣州嘉通商品混凝土有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607006960554129,赣州市荣升农机制造有限公司,2018,国家税务总局赣州市章贡区税务局沙河税务分局
360702558459937,赣州禾盈通用零部件有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607023329280320,赣州市金宝园农业发展有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700343191240G,江西掌握电子商务有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607020962039282,赣州东汇电子科技有限公司,2018,国家税务总局赣州市章贡区税务局沙河税务分局
913607000634746682,赣州鸿和贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702063470069,赣州万鑫广告有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702099795818Y,赣州弘强家具有限公司,2018,国家税务总局赣州市章贡区税务局沙河税务分局
91360702309294983P,赣州井言棠广告策划有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
36070255085166X,赣州闽辉门窗工程有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607005584637176,赣州圣昌金属制品有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360702332920583T,赣州市国豪建设工程质量检测有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360702322684388G,赣州诚智文化传媒有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702099792131X,赣州市易晟煤炭贸易有限责任公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702332894207,赣州二人天商贸有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702314740415,江西洪武文化传播有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局  (责任编辑：admin)
91360700550880698E,赣州方大商品混凝土有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702693744343,赣州创新交通设施工程有限公司,2018,国家税务总局赣州市章贡区税务局第三税务分局
91360700589225631N,赣州亚字照明器材物资有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360703098089153,江西欣瑞智能化工程有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607023276803354,赣州市中昌贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700322690155N,江西宇图信息科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702589220179,赣州市人前湖特种养殖有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607025584756036,赣州昌盛日化有限公司,2018,国家税务总局赣州市章贡区税务局税源管理股
360702799499534,赣州市虔橙果业有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700584045447A,重庆味千餐饮文化有限公司赣州市长征大道九方购物广场分店,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702589214051,赣州市瑞兴电镀加工厂,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360700563821398T,赣州杜阿特商品混凝土有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607003432231266,江西华烽科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702069714642Q,赣州市正丰建材贸易有限公司,2018,国家税务总局赣州市章贡区税务局沙河税务分局
9136070206745105XG,赣州市永欣冷气设备有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702063466553F,赣州天幕文化传媒有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700096205464Y,赣州市宇泰电器有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702586561074,赣州凯祥商品混凝土有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607005892210833,赣州百顺医疗器械检验用品有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360702309174113,赣州百乐贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702589233308,赣州国邦建材有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702351345334,江西菜鸟物流有限公司,2018,国家税务总局赣州市章贡区税务局沙河税务分局
91360702343310086Q,赣州市快通信息科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
36070258922660X,赣州越秀百货股份有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360700767038215Q,江西源源环保科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702069735718,赣州金睿环保材料有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700071800048T,赣州佳景贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607023092967864,赣州市阑珊服饰有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360700556017916X,赣州市泰富机电设备有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360700556045554X,江西航天信息有限公司赣州分公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360702399700892W,赣州市永鑫泵业制造有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360702099792617T,赣州卓越信息技术有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360781327674840L,赣州卓云科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702343369694,赣州润彩商贸有限公司,2018,国家税务总局赣州市章贡区税务局税源管理股
360702343231951,赣州兴安科技有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360702309266325,江西省观川影视文化传播有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700698494216Q,赣州市金茶源现代油茶开发有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607025610934893,赣州市泰安堂大药房,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702322551729L,江西太极大药房连锁有限公司赣州瑞香新城店,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702705705596E,赣州金川五交化有限公司,2018,国家税务总局赣州市章贡区税务局税源管理股
360701069745799,赣州浩德饲料有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
9136070235134418XF,赣州市百世物流有限公司,2018,国家税务总局赣州市章贡区税务局沙河税务分局
91360702683465754Y,赣州利友食品有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
360702584041235,斯特拉迪瓦里斯商业（上海）有限公司赣州长征大道分公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702351323661C,赣州市强盛农机有限公司,2018,国家税务总局赣州市章贡区税务局沙河税务分局
360702327709732,赣州凑美电子商贸有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702309257592M,赣州市芭蕉扇科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702705700779,赣州发电设备成套制造有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360702060753004Q,赣州章贡南方万年青水泥有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360700586581198W,赣州市德盛酒业贸易有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360700329564418B,赣州希界维影城有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
9136070234331268XG,江西雅乐企业管理集团有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702343358792X,赣州优贝广告传媒有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702327666242,江西省福顺教育信息咨询有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700310577622Q,赣州润华商贸有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360700309290261X,赣州擎天柱交通工程有限公司,2018,国家税务总局赣州市章贡区税务局第三税务分局
91360700591801327T,智埔国际工程咨询有限公司江西分公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
9136070207687955XC,赣州市捷捷医疗器械有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360702069734010W,赣州江理工程咨询服务有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
9136070339926906X1,江西金泰工程造价咨询有限责任公司赣州市分公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700MA35F9CG01,江苏久力环境科技股份有限公司赣州分公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702063494845E,赣州众略企业咨询服务有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
36070205644126X,赣州市益衡辉实业有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607026127903818,赣州特精钨钼业有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360702054449823P,赣州市融尚商业运营有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
913607000768530776,赣州市锦民脚手架租赁有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702076895533C,赣州市雅煌居灯具有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607000516370957,赣州红旗大药房有限公司瑞安店,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702051610474,赣州昌和贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702065368869C,赣州万华特种气体有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360700058844636Q,赣州市盛邦化工贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
913607023225325609,赣州本源财务咨询服务有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702566282916,江西俊达国际货运代理有限责任公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702071837529Y,赣州市永康塑料制品有限公司,2018,国家税务总局赣州市章贡区税务局第二税务分局
91360700693723614L,江西兴邦富业电力发展有限公司,2018,国家税务总局赣州市章贡区税务局第三税务分局
913607020634902628,赣州隆吉泰贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700063478677W,赣州市泰宏贸易有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360702060778981,赣州亚腾工贸有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702327633221,赣州恒立稀土贸易有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700063483089M,赣州市金品世家建材有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702056410033,赣州市金煌商贸发展有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702069727101J,赣州七星广告科技有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360702MA65390994,江西钜宝重型机械设备有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360701160195636,赣州市恒达物资有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360701613011300,赣州市中新技术开发有限公司,2018,国家税务总局赣州市章贡区税务局税源管理股
91360702060755560D,赣州市浩翔商贸有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700056441657H,赣州新然保洁服务有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702690954206,赣州浮桥文化传播有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
360702060791553,广西建通工程咨询有限责任公司江西分公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
91360700705688044T,赣州四平机电设备有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
360702727777953,赣州市宏兴贸易有限公司,2018,国家税务总局赣州市章贡区税务局南外税务分局
91360700065392906H,赣州铭记商贸发展有限公司,2018,国家税务总局赣州市章贡区税务局水西税务分局
